title,Date
"Vaccine enthusiasm lifts cyclicals as Dow Jones, S&P 500 lead Nasdaq",2020-11-23
"S&P down for the week, but recovery plays outperform; Nasdaq gets a Tesla boost",2020-11-20
"Nasdaq gains against S&P 500, Dow Jones as stay-at-home stocks bounce, recovery plays ease",2020-11-20
"Market searches for leadership as COVID restrictions mount, stimulus saga goes on",2020-11-20
Oil fighting $42 and still responding better to vaccine news: At the Open,2020-11-20
A whisper of stimulus hope jolts the S&P; recovery plays help Nasdaq lead the day,2020-11-19
S&P turns broadly positive as Schumer says stimulus talks back on,2020-11-19
"Nasdaq rises as megacaps turn positive, lockdown plays gain",2020-11-19
Broader market lacks spark and extends losses; Nasdaq stronger,2020-11-19
S&P closes at lows of the day after New York school shutdown spurs late selling,2020-11-18
Major averages in the red as New York City shuts public schools,2020-11-18
Cyclical sectors continue to benefit in a mixed broader market,2020-11-18
S&P flat with vaccine enthusiasm looking priced in,2020-11-18
"Major averages end with modest losses, but recovery plays show fight",2020-11-17
S&P fights to overcome flatline as recovery stocks rebound from weakness,2020-11-17
"Broad market slips, tech resilient as Wall Street eases off the recovery plays",2020-11-17
Recovery rally holds as cyclical stocks lead through day on vaccine data,2020-11-16
Vaccines set stage for fastest earnings rebound since ‘80s - DataTrek,2020-11-16
"Dow approaches 30K, S&P near day high as tech buying broadens the rally",2020-11-16
Recovery trade continues; Russell hits intraday record high,2020-11-16
S&P bookends the week with recovery-play rallies to end at new closing high,2020-11-13
"Airlines, cruise lines off to the races, pushing S&P to highs of session",2020-11-13
"Earnings pop, recovery play rebounds lift S&P, Nasdaq",2020-11-13
"Amid rotation talk, November’s S&P rally remains broad: At the Open",2020-11-13
"S&P ends -1%, pressured late as Chicago locks down; Nasdaq -0.7%",2020-11-12
Why is the stock market down today? Breather after big run combines with lockdown measures,2020-11-12
S&P drifting with dip in rates hurting cyclicals and techs flat,2020-11-12
"Nasdaq rally holds +2%, but S&P trims gains as NY adds COVID restrictions",2020-11-11
"Stay-at-home stocks, megacaps rebound as Nasdaq extends gains",2020-11-11
"Technology bounces after two tough days, boosting Nasdaq, S&P",2020-11-11
"Tech selling into close pushes Nasdaq into the red, S&P gains halve",2020-11-09
Stocks holding vaccine-driven gains with energy in the lead as oil soars,2020-11-09
"Recovery plays drive S&P up 3.5%; small-caps, rates also rally",2020-11-09
Futures add to big gains on vaccine hopes after Pfizer interim data; WFH plays head south,2020-11-09
Weekly Wrap: An election week sees a bulletproof stock market,2020-11-07
"S&P, Nasdaq close out best week in 7 months",2020-11-06
"Stocks ease, but rates race higher after strong jobs report",2020-11-06
S&P notches fourth day of gains with materials in the lead,2020-11-05
S&P gunning for fourth-straight day of gains with cyclicals leading,2020-11-05
2016 unwind? 2020 election rally shows hallmarks of a simple Trump trade reversal,2020-11-05
Nasdaq leading the charge again in broad rally,2020-11-05
Market embraces the megacaps in Election Day rally; Nasdaq +3.9%,2020-11-04
"S&P 500 on track for best post-election session ever, but banks left out of rally",2020-11-04
Big tech revs the market higher despite election uncertainty,2020-11-04
S&P 500 futures up 1.5% in another reversal as 2020 election results pour in,2020-11-03
Stocks pop on Election Day with second session of broad-based gains,2020-11-03
"Stocks off highs, but holding onto solid gains",2020-11-03
Technology catches up as broader market rallies; S&P +2%,2020-11-03
"Stocks extend gains, but technology still trailing",2020-11-03
Tech still lagging as S&P climbs in choppy trading,2020-11-02
S&P will get technical support soon - Wells Fargo,2020-11-02
Nasdaq loses support of megacaps and turns negative,2020-11-02
Market shows some resilience after last week's selloff,2020-11-02
S&P futures lower in Sunday evening action; oil drops another 4%,2020-11-01
"Nasdaq, S&P see their worst week since March",2020-10-30
Nasdaq bearing the brunt of the selloff as megacaps weaken,2020-10-30
Stocks retreat with megacaps mostly disappointing lofty investor expectations,2020-10-30
Techs help Nasdaq and S&P to a solid rebound,2020-10-29
Social media leads the charge as S&P marches higher,2020-10-29
"Megacaps extend pre-earnings gains, giving Nasdaq some traction",2020-10-29
Market rebound is a little half-hearted; crude -6%,2020-10-29
"Stocks slammed with U.S. COVID cases rising, Europe locking down; S&P -3.5%",2020-10-28
"Broader market off lows, but megacaps now a big drag",2020-10-28
Market sells off as Europe's COVID cases dent appetite for risk,2020-10-28
"Nasdaq outperforms, while S&P dips below 3,400",2020-10-27
"Technology still leading, but broader market struggles for direction",2020-10-27
Nasdaq climbing as AMD-Xilinx deal boosts tech,2020-10-27
Market sells off as recovery plays give up stimulus hopes,2020-10-26
"'Very, very slim' stimulus hopes push struggling market to daily lows",2020-10-26
Stocks slide as COVID fears grow and stimulus hopes wane,2020-10-26
"Weekly Wrap: Like it or not, it was a stimulus market",2020-10-24
"S&P, Nasdaq end down for week amid stimulus-constrained trading",2020-10-23
Conflicting stimulus signals give market an excuse to drift,2020-10-23
"Stocks edge up, but Intel worries weigh on gains",2020-10-23
"S&P outlasts stimulus swings to close higher, led by energy",2020-10-22
Cyclical sectors catch a bid as interest rates rates rally,2020-10-22
S&P cuts losses as Pelosi says stimulus agreement 'just about there',2020-10-22
Broader market edging higher on mostly solid earnings,2020-10-22
Social media stocks shine in otherwise flat market day,2020-10-21
Stocks gather some late momentum with stimulus still up in the air,2020-10-21
Social media stocks still posting outsize gains with market up slightly,2020-10-21
Market drifts as White House looks for stimulus deal within 2 days,2020-10-21
Stocks finish higher after volatile day fueled by stimulus news,2020-10-20
No stimulus checks in GOP proposal - McConnell,2020-10-20
Market bounces back as stimulus talks remain at the forefront,2020-10-20
Sector Watch: Staples look solid going into the election,2020-10-18
Weekly Wrap: A justified pause with a cautious end note,2020-10-17
"S&P limps into the close as energy sinks, but ends just up for the week",2020-10-16
Market fighting to keep gains as tech turns negative,2020-10-16
"Stocks climbing across the board, with cyclicals still resilient",2020-10-16
"S&P down for third day, but cyclicals help limit the damage",2020-10-15
"Techs still hitting Nasdaq, but financials give S&P some support",2020-10-15
Market falls in broad-based selloff as COVID worries mount,2020-10-15
Big Tech sentiment gets shaky after three strong weeks: At the Open,2020-10-15
S&P stumbles again without solid leadership; Nasdaq also falls,2020-10-14
Market can't shake stimulus talk; megacap weakness hits averages,2020-10-14
"Market muted, but higher, amid mixed bank numbers",2020-10-14
S&P snaps win streak as banks fail a leadership test,2020-10-13
"Recovery stocks battered, but tech holding level",2020-10-13
Broader market pausing after stellar tech-led rally,2020-10-13
Fab 5 off to the races as market posts strong gains,2020-10-12
Market rally kicks into higher gear with Nasdaq surging,2020-10-12
Market rallying as tech strength obscures stimulus news,2020-10-12
Techs ride to the rescue for stimulus-addled market,2020-10-09
Trump says he wants 'more stimulus' than either side,2020-10-09
Market still climbing as cyclicals look to break out,2020-10-09
Cyclicals support market amid stimulus swings as averages close up,2020-10-08
"Market still up, still in the grips of stimulus talk",2020-10-08
Pelosi says no standalone airline stimulus bill without larger bill,2020-10-08
Market rallying as Trump revs up stimulus hopes again,2020-10-08
Stocks rebound strongly from the stimulus swoon,2020-10-07
FOMC assumed more fiscal stimulus this year - Fed minutes,2020-10-07
Rally continues as S&P reclaims Tuesday's losses,2020-10-07
Stocks climbing as stimulus talk focuses on standalone bills,2020-10-07
"Stimulus optimism dashed with a Trump tweet, market ends down",2020-10-06
Shares dive as Trump says stimulus talks off until after the election,2020-10-06
Broader market drifting as techs remain under pressure,2020-10-06
"Market cautious, looking for Washington to call the tune",2020-10-06
"S&P closes above 3,400 as energy leads a broad-based rally",2020-10-05
Stocks holding solid gains with Trump set to leave Walter Reed,2020-10-05
"Risk on as stocks keep rallying, crude soars",2020-10-05
Market up broadly with stimulus talk still at forefront,2020-10-05
Sector Watch: Can Nvidia kickstart chips after weak September?,2020-10-04
Weekly Wrap: Small caps keep outperforming amid volatility,2020-10-03
Citi stands out among worst financial stock performers: Q3 Spotlight,2020-10-02
S&P closes tumultuous day off lows and up for the week,2020-10-02
Nancy Pelosi sounding optimistic on stimulus following president's COVID-19 diagnosis,2020-10-02
"Hedged ETF shines YTD, but uneven returns show perils of active management",2020-09-09
"Second virus wave won't destroy the rally, Wharton's Siegel says",2020-08-25
Seeking Alpha Catalyst Watch,2020-07-24
S&P 500 pushes through June 8 high,2020-07-20
JPMorgan uncovers why 'day' traders in S&P 500 were left behind,2020-07-18
"S&P 500 to return 6%/year over next 10 years, Goldman forecasts",2020-07-15
Global markets rise as bulls gain ground,2020-07-13
2020 Buy-side Survey Says? S&P top is in,2020-07-01
"Stocks tumble early as financials retreat, Texas rolls back openings",2020-06-26
"""Unacceptable"" spread - Texas Governor warns on COVID-19",2020-06-22
Wall Street closes down as late buying fails to overcome COVID concerns,2020-06-19
"Rising COVID cases, Apple store closings throw wrench into rally",2020-06-19
Stocks end choppy day right at flatline,2020-06-18
"Fed's $3 trillion aligns with $3 trillion bounce as S&P tops 3,000",2020-05-26
Cboe Global reports February options ADV jumps 64% Y/Y,2020-03-04
"Wealthiest Americans to cut back on stock buying in 2020, Goldman says",2020-01-30
"State Street changes names, indexes on four SPDR ETFs",2020-01-24
"Stocks, Treasurys decline with Fed rate cut in doubt",2019-07-05
"S&P, Dow on track to hit new closing records",2019-07-03
Stocks perk up on U.S.-China trade truce,2019-07-01
"Stocks slide, 10-year Treasury yield dips below 2%",2019-06-25
S&P 500 slips from all-time high,2019-06-20
"Stocks continue climb, driven by consumer discretionary, IT",2019-06-10
"Citi, BofA take dimmer view of Q2, Q3 corporate profits",2019-06-03
Stocks' decline eases midday as real estate rises,2019-05-31
Stocks' gains evaporate in late trading,2019-05-30
Stocks' early gains vanish as trade worries persist,2019-05-28
JPMorgan's Kolanovic sees `Trump collar' on stock market - Bloomberg,2019-05-24
"Stocks pare losses as energy falls, utilities rise",2019-05-22
Stocks slump as U.S.-China trade talks stall,2019-05-17
Stocks turn down again as trade dominates,2019-05-17
Stocks rebound from Monday's rout,2019-05-14
"Stocks rise at the open, led by communications services",2019-05-14
"Stocks mixed as health care, real estate drop",2019-04-17
BofAML sees S&P reaching peak in Q2,2019-04-05
Analysts consider what Mueller probe end means for markets,2019-03-25
Three S&P 500 ETFs pull in >$11B last week,2019-03-18
"Credit Suisse boosts S&P growth view, trims earnings estimates",2019-03-18
CME Group to introduce micro e-mini futures,2019-03-11
"Big jobs miss sends stocks lower, bonds and gold higher",2019-03-08
"Stocks sink after trade deficit widens, job growth slows",2019-03-06
S&P drops after hitting key resistance level,2019-03-04
"Stocks push up amid reports of China, U.S. nearing trade deal",2019-03-04
Stocks finish the week on a strong note,2019-03-01
Stocks erase most of the morning's declines,2019-02-27
U.S. stocks bounce as Powell reports to Congress,2019-02-26
"Stocks edge down as housing starts sink, trade optimism fades",2019-02-26
Stocks hold onto gains amid trade talk optimism,2019-02-25
Late Friday trade chatter moving things,2019-02-22
Stocks hold onto gains amid U.S.-China trade optimism,2019-02-22
"Futures pare losses, hug flatline",2019-02-15
China trade optimism boosts futures,2019-02-14
Stocks extend gains on trade optimism,2019-02-13
Futures buoyed as shutdown fears fade,2019-02-12
